id,time,latitude,longitude,wifi,addr
49,27MAR2013:13:42:50,43.70660240,-72.28702370,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,27MAR2013:14:02:57,43.70660840,-72.28699510,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,27MAR2013:14:22:57,43.70661860,-72.28703580,,Sudikoff Hall; 9; Maynard Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,28MAR2013:11:47:45,43.70660906,-72.28850320,,Kemeny Hall; 29; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,28MAR2013:20:29:14,43.70643515,-72.28856501,,Kemeny Hall; 29; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,28MAR2013:22:00:54,43.70716131,-72.29069299,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:03:19:25,43.70719702,-72.29063799,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:03:55:38,43.70688939,-72.29066593,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:04:15:38,43.70708810,-72.29080786,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:04:35:37,43.70724720,-72.29068057,,Brown/Little Lounge; 6; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:07:53:05,43.70720140,-72.29070510,,Brown/Little Lounge; 6; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:08:13:05,43.70720560,-72.29076140,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:08:33:05,43.70720060,-72.29075730,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:08:51:37,43.70475490,-72.28976940,,Blunt Alumni Center; 20; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:09:13:05,43.70318730,-72.28734660,,Reed Hall; 15; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:09:33:05,43.70310870,-72.28730030,,Reed Hall; 15; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:09:53:04,43.70308130,-72.28729820,,Reed Hall; 15; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:10:13:05,43.70866250,-72.28358110,,Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:10:33:05,43.70869690,-72.28362530,,Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:10:53:05,43.70864460,-72.28360030,,Class of 1978 Life Sciences Center; 78; College Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:11:13:05,43.70907950,-72.28961020,,59; Clement Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:11:33:05,43.70588020,-72.28881550,,Berry Library; 25; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:11:53:05,43.70588680,-72.28878880,,Berry Library; 25; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:12:11:47,43.70557540,-72.28883080,,Berry Library; 25; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:12:33:05,43.70907950,-72.28961020,,59; Clement Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:14:06:01,43.70278471,-72.29101172,,St. Thomas Episcopal Church; West Wheelock Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:14:20:46,43.70292540,-72.29095160,,Class of 1953 Commons; 6; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:14:27:23,43.70081990,-72.29401580,,Foley House; 20; West Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:15:07:10,43.70295660,-72.29093730,,Class of 1953 Commons; 6; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:15:27:10,43.70544570,-72.29093250,,Russell Sage Hall; Tuck Mall; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:15:47:10,43.70541630,-72.29092350,,Russell Sage Hall; Tuck Mall; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:16:07:10,43.70545980,-72.29094100,,Russell Sage Hall; Tuck Mall; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:16:15:43,43.70081990,-72.29401580,,Foley House; 20; West Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:16:28:10,43.70081990,-72.29401580,,Foley House; 20; West Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:17:07:11,43.70707380,-72.29085010,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:17:27:10,43.70907950,-72.28961020,,59; Clement Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:17:47:10,43.70081990,-72.29401580,,Foley House; 20; West Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:18:07:10,43.70280160,-72.28996630,,Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:18:27:09,43.70281880,-72.28998180,,Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:18:47:10,43.70282280,-72.28998070,,Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:19:07:09,43.70278960,-72.28999900,,Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:19:27:11,43.70279320,-72.28997940,,Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:19:47:09,43.70281680,-72.29006590,,Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:20:07:09,43.70280550,-72.28994940,,Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:20:27:08,43.70281150,-72.28999750,,Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:20:47:10,43.70280750,-72.28997800,,Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:21:07:10,43.70081990,-72.29401580,,Foley House; 20; West Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:21:27:10,43.69994160,-72.28782140,,South Block Parking Garage; 3; Currier Place; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:21:47:10,43.69987040,-72.28779490,,South Block Parking Garage; 3; Currier Place; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:22:07:10,43.69994540,-72.28785500,,South Block Parking Garage; 3; Currier Place; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:22:27:10,43.69992540,-72.28784000,,South Block Parking Garage; 3; Currier Place; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:22:47:10,43.70081990,-72.29401580,,Foley House; 20; West Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:23:07:10,43.70719380,-72.29074790,,Brown/Little Lounge; 6; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:23:27:10,43.70719510,-72.29077390,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:23:31:00,43.70720740,-72.29077160,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,29MAR2013:23:47:56,43.70907950,-72.28961020,,59; Clement Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:00:25:46,43.70718680,-72.29076880,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:00:47:10,43.70719330,-72.29077170,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:01:00:17,43.70697024,-72.29084367,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:01:31:28,43.70707833,-72.29060620,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:01:47:16,43.70725166,-72.29077005,,Brown/Little Lounge; 6; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:02:07:14,43.70713879,-72.29077248,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:04:27:13,43.70706501,-72.29069879,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:07:36:59,43.70721820,-72.29071160,,Brown/Little Lounge; 6; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:07:57:00,43.70719280,-72.29071120,,Brown/Little Lounge; 6; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:08:17:00,43.70718990,-72.29070900,,Brown/Little Lounge; 6; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:08:37:00,43.70721000,-72.29064260,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:08:57:00,43.70716000,-72.29076990,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:09:17:00,43.70717290,-72.29076560,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:09:37:00,43.70718710,-72.29077450,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:09:57:00,43.70718790,-72.29077570,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:10:17:00,43.70717760,-72.29076270,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:10:37:00,43.70718890,-72.29077330,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:10:57:00,43.70719090,-72.29076990,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:11:17:00,43.70720040,-72.29075730,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:11:37:00,43.70720020,-72.29075490,,Brown/Little Lounge; 6; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:11:57:00,43.70719970,-72.29073640,,Brown/Little Lounge; 6; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:12:17:00,43.70720140,-72.29075580,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:12:37:00,43.70717960,-72.29072550,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:12:57:00,43.70720040,-72.29075730,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:13:17:00,43.70717040,-72.29075280,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:13:37:00,43.70720920,-72.29073200,,Brown/Little Lounge; 6; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:13:57:00,43.70722320,-72.29076790,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:14:17:00,43.70720960,-72.29074800,,Brown/Little Lounge; 6; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:14:36:58,43.70304920,-72.29099870,,Class of 1953 Commons; 6; Mass Row; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:14:57:00,43.70082370,-72.29401530,,Foley House; 20; West Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:15:17:00,43.70247770,-72.28692170,,New Hampshire Hall; Vox Lane; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:15:37:00,43.70247810,-72.28692730,,New Hampshire Hall; Vox Lane; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:15:57:00,43.69922510,-72.28293210,,Hanover High School; 41; Lebanon Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:16:17:00,43.70242300,-72.28690440,,New Hampshire Hall; Vox Lane; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:16:37:00,43.70240570,-72.28692350,,New Hampshire Hall; Vox Lane; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:16:57:00,43.70251670,-72.28997200,,Collis Student Center; 2; N Main St; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:17:17:00,43.70720460,-72.29071260,,Brown/Little Lounge; 6; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:17:37:00,43.70713200,-72.29064890,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:17:57:00,43.70720580,-72.29076440,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:17:57:17,43.70720450,-72.29071290,,Brown/Little Lounge; 6; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:19:57:05,43.70712543,-72.29071449,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:20:20:18,43.70615146,-72.29085716,,Beta Alpha Omega Fraternity; 6; Webster Avenue; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:21:11:32,43.70728472,-72.29074822,,Brown/Little Lounge; 6; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:21:27:38,43.70699600,-72.29088142,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:22:57:03,43.70698332,-72.29064644,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,30MAR2013:23:17:04,43.70704811,-72.29060259,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,31MAR2013:08:57:05,43.70701083,-72.29057499,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,31MAR2013:09:57:03,43.70290215,-72.28830755,,Dartmouth Green; Wentworth Street; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,31MAR2013:15:10:08,43.69100395,-72.50005102,,853; Cloudland Road; Pomfret; Windsor County; Vermont; 05067; United States of America
49,31MAR2013:17:37:06,43.70725790,-72.29073755,,Brown/Little Lounge; 6; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,31MAR2013:17:54:04,43.70732124,-72.29092053,,Brown/Little Lounge; 6; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,31MAR2013:18:17:05,43.70720078,-72.29089294,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
49,31MAR2013:18:37:05,43.70711628,-72.29067310,,Little Hall; 4.5; Choate Road; Hanover; Grafton County; New Hampshire; 03755; United States of America
